h3_index,centroid_lat,centroid_lng,risk_score,polygon_wkt
883da1ab1bfffff,28.69824955184699,77.34952898276956,20.7,"POLYGON((77.34441994703576 28.7002625277951, 77.34479789211862 28.695504843016565, 77.34990654611238 28.69349198662517, 77.35463764970336 28.696236451902735, 77.35426041369483 28.70099414955859, 77.34915136501257 28.703007369092738, 77.34441994703576 28.7002625277951))"
883da1b5e3fffff,28.936365485856843,77.45970682948008,14.83,"POLYGON((77.45458407935159 28.938389001627314, 77.45495536910587 28.933619119311675, 77.46007773529207 28.93159572313072, 77.4648292067746 28.934341844416462, 77.46445863126362 28.939111737315688, 77.45933587001875 28.941135498378877, 77.45458407935159 28.938389001627314))"
883da18ee1fffff,28.75713775951425,77.08221895074178,27.64,"POLYGON((77.07709426865058 28.759142898569053, 77.07749194041213 28.754381468765715, 77.08261623879793 28.752376446481367, 77.08734326673843 28.75513249338051, 77.0869463050976 28.7598939408315, 77.08182160538611 28.761899323768898, 77.07709426865058 28.759142898569053))"
883da1cd8bfffff,28.306247443027683,76.90791536014164,18.65,"POLYGON((76.90281820544355 28.308233983609583, 76.90322574484124 28.303496151890922, 76.90832252019642 28.301509728327055, 76.91301215586219 28.304260778868382, 76.91260531684026 28.30899863188023, 76.90750814176693 28.31098541309051, 76.90281820544355 28.308233983609583))"
883da1852bfffff,28.79924932093222,77.06878270847287,17.38,"POLYGON((77.06365422186902 28.801255137995614, 77.06405312129274 28.79649146693628, 77.06918122364065 28.794485766334635, 77.073910828688 28.797243376192476, 77.07351264027311 28.802007065095133, 77.06838413579257 28.80401312632985, 77.06365422186902 28.801255137995614))"
883da19957fffff,28.701848532917694,76.73995415822786,15.08,"POLYGON((76.73481977741761 28.70383996309906, 76.73524192134607 28.69908077161646, 76.74037591750506 28.697089455176265, 76.74508817791435 28.699856973210604, 76.74466674253506 28.704616188599605, 76.73953233818658 28.70660786208099, 76.73481977741761 28.70383996309906))"
883da1860dfffff,28.912897051501584,77.04932591306465,16.26,"POLYGON((77.04418783797578 28.9149052822479, 77.04458883593169 28.91013562358391, 77.04972652535476 28.90812750862242, 77.05446362075621 28.91088869161446, 77.05406333622804 28.915658368346335, 77.04892524286105 28.91766684405156, 77.04418783797578 28.9149052822479))"
883da1a9d9fffff,28.668040071701867,77.42612023971213,55.57,"POLYGON((77.42101674029976 28.670054900352177, 77.42138896433973 28.665299014879917, 77.42649208273502 28.663284306636577, 77.4312233697083 28.66602512008963, 77.4308518541434 28.670781017091283, 77.42574834312205 28.672796089143663, 77.42101674029976 28.670054900352177))"
883da18dddfffff,28.68724456303099,77.10785436881189,78.26,"POLYGON((77.10273613262639 28.689248687112276, 77.10313152829531 28.68449099578697, 77.10824938170335 28.68248698901823, 77.11297223934879 28.685240312890393, 77.1125775523318 28.68999802147905, 77.10745929900811 28.69200238896536, 77.10273613262639 28.689248687112276))"
883da182d1fffff,28.877477302308957,76.96289163280977,16.38,"POLYGON((76.95775274379601 28.879481472939283, 76.95815980834384 28.874713483756594, 76.96329831169618 28.87270942823876, 76.96803015592035 28.875473002159243, 76.96762380394942 28.880241011019308, 76.96248489516749 28.88224542631475, 76.95775274379601 28.879481472939283))"
883da182d5fffff,28.869945744531964,76.95856681409117,16.37,"POLYGON((76.95342833057802 28.87194955543989, 76.95383566313177 28.867181951116542, 76.95897376105074 28.865178255312482, 76.96370493183937 28.867941804151236, 76.96329831169618 28.87270942823876, 76.95815980834384 28.874713483756594, 76.95342833057802 28.87194955543989))"
883da1109bfffff,28.58287705518683,77.15111649199694,30.27,"POLYGON((77.14600807303891 28.584879819631727, 77.14639971769755 28.580127748692195, 77.15150775528366 28.578125102411715, 77.15622454590977 28.580874166245426, 77.15583360771905 28.5856262537867, 77.15072517242521 28.587629260925635, 77.14600807303891 28.584879819631727))"
883da10e51fffff,28.45153747704852,77.30989106288331,22.42,"POLYGON((77.30479930680437 28.453542146227683, 77.30517871252485 28.448797455014493, 77.31027008949556 28.446792906046742, 77.31498245338102 28.44953268627084, 77.3146037514639 28.45427739137788, 77.30951198184947 28.456282302400012, 77.30479930680437 28.453542146227683))"
883da1c52bfffff,28.431195571556966,76.85767731957971,17.88,"POLYGON((76.85256854580037 28.433183795552832, 76.85298047772127 28.42843917268986, 76.8580888705005 28.426451064713127, 76.86278573366666 28.429207222138686, 76.86237450469854 28.43395186706497, 76.85726570960132 28.43594033253541, 76.85256854580037 28.433183795552832))"
883da1c531fffff,28.432730269068944,76.87728858606758,17.93,"POLYGON((76.87218048951704 28.434719226769488, 76.87259101550455 28.42997455995736, 76.87769873112697 28.427985718455748, 76.88239632266072 28.430741186103372, 76.88198649968149 28.4354858746239, 76.87687838215015 28.437475073821417, 76.87218048951704 28.434719226769488))"
883da10ca1fffff,28.366014446341524,77.41028084786593,16.07,"POLYGON((77.40519982435465 28.36802020042822, 77.40557150161493 28.363280352950806, 77.41065214747883 28.361274720369945, 77.41536150549778 28.364008572511082, 77.41499053029433 28.368748432180727, 77.40990949500703 28.370754427550033, 77.40519982435465 28.36802020042822))"
883da1aaddfffff,28.76046461880335,77.41393428186652,20.38,"POLYGON((77.4088231621054 28.76248160661652, 77.40919678911236 28.757720814428126, 77.41430752673425 28.75570394651839, 77.41904503133338 28.75844750688171, 77.41867211476935 28.763208310704574, 77.41356098315507 28.765225542562863, 77.4088231621054 28.76248160661652))"
883da11581fffff,28.576788693009036,77.26034421503545,91.72,"POLYGON((77.25524079208631 28.57879513500888, 77.25562449865595 28.574043650399194, 77.26072754082598 28.572037327622784, 77.26544727164023 28.57478212756598, 77.26506427149613 28.579533626812122, 77.25996083410357 28.581540311511723, 77.25524079208631 28.57879513500888))"
883da18d45fffff,28.666199931691697,77.02048931593716,28.38,"POLYGON((77.01536910516548 28.668200377975527, 77.01577070399833 28.663443605993308, 77.02089053182299 28.66144327628102, 77.02560916239541 28.66419935879898, 77.0252082716816 28.66895614964906, 77.02008804226668 28.67095683914644, 77.01536910516548 28.668200377975527))"
883da18025fffff,28.773599868077095,76.92214101801395,15.74,"POLYGON((76.91700849324862 28.775599753832875, 76.91741787745215 28.770837124489486, 76.92255001757079 28.76883735390687, 76.92727317853851 28.771599853614056, 76.92686450464119 28.776362503487725, 76.92173195945988 28.7783626331571, 76.91700849324862 28.775599753832875))"
883da1c719fffff,28.508363150038537,76.83615239416564,15.27,"POLYGON((76.8310368177367 28.51035273220979, 76.8314507835102 28.50560395582594, 76.83656597795576 28.50361448914312, 76.84126761034024 28.50637344138609, 76.84085434912647 28.511122240139485, 76.83573875095821 28.513112064313415, 76.8310368177367 28.51035273220979))"
883da18825fffff,28.62102971276339,76.90057970564757,15.47,"POLYGON((76.89545807266165 28.623024664175052, 76.89586807787177 28.61827003455172, 76.90098932787355 28.61627519876264, 76.90570097633547 28.619034634176465, 76.90529167815303 28.623789284885603, 76.90017002447094 28.625784479128217, 76.89545807266165 28.623024664175052))"
883da18e9bfffff,28.78268692971427,77.13463245870496,18.63,"POLYGON((77.12950797104537 28.784694635531142, 77.12990199252073 28.779931980820677, 77.13502609642897 28.777924392163634, 77.13975657932528 28.780679097003468, 77.13936326856525 28.78544176838243, 77.13423876418433 28.787449718286283, 77.12950797104537 28.784694635531142))"
883da18a83fffff,28.70371194651324,76.94795989357539,15.48,"POLYGON((76.94283381955353 28.705710844535112, 76.94324090186598 28.70095194325178, 76.94836659216934 28.698953160950282, 76.95308560379328 28.701712920807218, 76.95267923032313 28.706471842229384, 76.94755313637683 28.708470983688926, 76.94283381955353 28.705710844535112))"
883da19559fffff,28.931666368399288,76.91849002225955,16.22,"POLYGON((76.913345117208 28.93367041668706, 76.91375574328391 28.928899512304287, 76.91890026183643 28.926895578467512, 76.92363456137925 28.929662189574774, 76.92322464899459 28.934433114382355, 76.91807972336574 28.936437407691127, 76.913345117208 28.93367041668706))"
883da10319fffff,28.482392805177867,77.14951085634512,23.64,"POLYGON((77.14441008667488 28.484392717844532, 77.14480125529194 28.479645985953287, 77.14990164473375 28.477646191856785, 77.15461126209203 28.480392769125185, 77.15422079780917 28.48513951776374, 77.14912001182475 28.487139672419673, 77.14441008667488 28.484392717844532))"
883da1b889fffff,28.78850641173317,77.30766674340093,16.14,"POLYGON((77.30254900629394 28.790520421089198, 77.30293050419257 28.78575787721604, 77.30804785831583 28.783743986638488, 77.31278411122778 28.786492276986518, 77.3124033243056 28.79125483438503, 77.30728557348641 28.793269087943358, 77.30254900629394 28.790520421089198))"
883da1b563fffff,28.93128845787557,77.39058727399645,14.81,"POLYGON((77.38546199971925 28.93330937492746, 77.38583828858809 28.928539571745333, 77.3909631786385 28.926518773649022, 77.39571217636076 28.929267414578696, 77.39533660158719 28.934037229606503, 77.39021131498775 28.936058391892278, 77.38546199971925 28.93330937492746))"
883da18159fffff,28.778834918948018,76.89688567591237,15.71,"POLYGON((76.89175171547944 28.78083404525065, 76.89216296429413 28.776071091716336, 76.89729653990264 28.77407208032289, 76.90201927236981 28.776835663651788, 76.90160873394431 28.781598638168518, 76.89647475265231 28.783598008407136, 76.89175171547944 28.78083404525065))"
883da1903bfffff,28.88707416544143,76.80801803895852,15.88,"POLYGON((76.80287208391402 28.8890730388607, 76.8032904617185 28.884304253639993, 76.80843603027203 28.882305493807596, 76.81316362998172 28.8850751609991, 76.81274596477722 28.88984396869958, 76.80759998725253 28.89184308676202, 76.80287208391402 28.8890730388607))"
883da156cdfffff,28.321344523629726,77.01007770440695,25.29,"POLYGON((77.00498355232446 28.323335061771562, 77.0053838224505 28.318596632264676, 77.01047759548875 28.31660621204442, 77.01517149606535 28.31935386265141, 77.01477192674173 28.324092311598694, 77.00967775602957 28.326083090531565, 77.00498355232446 28.323335061771562))"
883da1001bfffff,28.488344287308074,77.2279939705091,32.82,"POLYGON((77.22289599081151 28.490347120919083, 77.22328152408537 28.485600260025503, 77.22837912386052 28.483597545701258, 77.23309158523857 28.48634133095043, 77.23270675648871 28.491088207169522, 77.22760876182805 28.493091282847008, 77.22289599081151 28.490347120919083))"
883da1d6d3fffff,28.662124122733246,76.7831090163818,15.05,"POLYGON((76.77797944663547 28.6641160159447, 76.7783982130187 28.6593589946742, 76.78352739876887 28.65736721578818, 76.78823822488233 28.660132100831685, 76.78782016625843 28.664889145268685, 76.78269057375121 28.666881281528813, 76.77797944663547 28.6641160159447))"
883da184c9fffff,28.891030729273254,77.14056702121322,16.91,"POLYGON((77.13543441110188 28.893041624272797, 77.1358286452365 28.88827330845226, 77.14096087037058 28.88626253020309, 77.14569926301036 28.88901970620774, 77.14530574191943 28.893788038463754, 77.14017311513574 28.895799178312906, 77.13543441110188 28.893041624272797))"
883da10cb7fffff,28.368195928939954,77.43965188234952,17.2,"POLYGON((77.43457192230115 28.37020276585393, 77.43494149332878 28.36546288233067, 77.4400210758486 28.363456167189064, 77.44473147613368 28.366188972523126, 77.44436260722472 28.370928867707736, 77.43928263590406 28.372935945929967, 77.43457192230115 28.37020276585393))"
883da19991fffff,28.70128145433136,76.82427507787679,15.14,"POLYGON((76.81914415354818 28.703275879508343, 76.81956018395194 28.69851686774577, 76.82469072401955 28.69652255711894, 76.82940564000627 28.69928690038883, 76.82899031824827 28.704045934531916, 76.82385937184742 28.706040603057733, 76.81914415354818 28.703275879508343))"
883da18731fffff,28.84815280021301,77.04979653971047,16.49,"POLYGON((77.04466349204475 28.850159279340083, 77.04506406463537 28.845393004601544, 77.05019672738892 28.843386641544345, 77.05492922068873 28.846146192684195, 77.05452936013629 28.850912485555124, 77.04939629423627 28.852919209187043, 77.04466349204475 28.850159279340083))"
883da10021fffff,28.450152178624684,77.1965633403314,26.57,"POLYGON((77.1914669867215 28.452152842005333, 77.19185456800085 28.44740794187717, 77.19695054197439 28.445407397645262, 77.20165932978355 28.448151392640774, 77.20127245219474 28.452896308705963, 77.19617608309736 28.454897213871693, 77.1914669867215 28.452152842005333))"
883da1a339fffff,28.828261398618682,77.35903274889834,15.41,"POLYGON((77.35391409910648 28.83027833357624, 77.35429209537111 28.825513835439907, 77.35941036197191 28.823497019578678, 77.36415102832447 28.82624433829024, 77.36377374392218 28.83100884897215, 77.35865508129656 28.833026028430176, 77.35391409910648 28.83027833357624))"
883da1b089fffff,28.94121853537082,77.33020083894937,14.89,"POLYGON((77.32507225922832 28.943237577174813, 77.32545299735985 28.938467099714423, 77.33058119244147 28.936448176249737, 77.33532904740389 28.93919936665801, 77.33494902354302 28.943969857049154, 77.32982043044049 28.94598914413457, 77.32507225922832 28.943237577174813))"
883da1cce9fffff,28.34889836124297,76.90424829375179,18.94,"POLYGON((76.89914772245162 28.35088595392636, 76.89955578768202 28.346145825777356, 76.90465597913597 28.344158349899715, 76.90934850566025 28.346910644473162, 76.90894114169976 28.35165079393529, 76.90384054993514 28.353638627543823, 76.89914772245162 28.35088595392636))"
883da181cdfffff,28.76759943884144,76.93753640669115,15.62,"POLYGON((76.93240497477876 28.769599710512566, 76.93281320518325 28.76483742686161, 76.93794425258997 28.762837270536572, 76.94266747423217 28.765599038669478, 76.9422599540229 28.770361342578237, 76.93712850196624 28.772361858129475, 76.93240497477876 28.769599710512566))"
883da1cca5fffff,28.321990106866146,76.92627130131957,18.57,"POLYGON((76.9211736861554 28.32397772721981, 76.92157999934373 28.31923908719705, 76.92667723506965 28.31725158396971, 76.9313685571052 28.320002362922533, 76.93096294464448 28.324741023891516, 76.92586530941075 28.32672888499444, 76.9211736861554 28.32397772721981))"
883da1d6bdfffff,28.626066900799607,76.78132789038001,15.03,"POLYGON((76.77620103018043 28.628057750424823, 76.77661969821534 28.623302630965785, 76.78174617482698 28.621311895804023, 76.78645438974826 28.624075922876422, 76.78603642870306 28.62883106557169, 76.78090954573636 28.630822157991428, 76.77620103018043 28.628057750424823))"
883da1030dfffff,28.465910292926534,77.12125835712416,21.54,"POLYGON((77.11615768701621 28.46790875410873, 77.11655079909687 28.463162835475696, 77.12165108903113 28.461164492665283, 77.12635866384254 28.463911708288844, 77.12596625572239 28.468657644197496, 77.12086556882116 28.47065634724002, 77.11615768701621 28.46790875410873))"
883da118e7fffff,28.398487328285324,77.0824613479395,16.82,"POLYGON((77.07736425135522 28.400482550179433, 77.07775976396006 28.395740145205874, 77.08285648095821 28.393745041597427, 77.08755808235534 28.396491983340983, 77.08716327225001 28.401234406366076, 77.08206615823876 28.403229869629122, 77.07736425135522 28.400482550179433))"
883da11b1dfffff,28.41189630409949,76.9777641465472,18.18,"POLYGON((76.9726617367333 28.413888223318484, 76.9730648841795 28.409144873184733, 76.97816691376609 28.407153071204956, 76.98286619536107 28.4099042607447, 76.98246375059412 28.414647630799884, 76.97736132154324 28.416639791426892, 76.9726617367333 28.413888223318484))"
883da11611fffff,28.680429275388004,77.20742911633671,41.66,"POLYGON((77.2023155267823 28.68243673610402, 77.20270366702614 28.677679636214787, 77.20781687435682 28.67567229378526, 77.2125423390651 28.678421689588454, 77.21215490741318 28.68317880494736, 77.20704130245214 28.685186509066554, 77.2023155267823 28.68243673610402))"
883da10ac5fffff,28.37751932744494,77.1827764082721,15.47,"POLYGON((77.17768504785454 28.379517474865278, 77.17807320017161 28.37477642618963, 77.1831641817156 28.372778398088617, 77.18786740549795 28.375521058106763, 77.18747995532503 28.38026212305288, 77.18238857921669 28.382260511743365, 77.17768504785454 28.379517474865278))"
883da1c449fffff,28.517408208250636,76.86007758188228,15.25,"POLYGON((76.85496227958598 28.519398885003444, 76.85537457274727 28.514649673004353, 76.86048949306553 28.512659111929317, 76.8651925235221 28.51541740512817, 76.86478093514098 28.520166639055564, 76.85966561151297 28.522157557888864, 76.85496227958598 28.519398885003444))"
883da1ba2bfffff,28.809705027678714,77.2067966918939,17.1,"POLYGON((77.20167311341943 28.811716044009195, 77.20206205644035 28.806952139488242, 77.20718525119732 28.80494124088822, 77.21191990211963 28.807693884802816, 77.21153167045375 28.812457804652414, 77.20640807650153 28.81446906529199, 77.20167311341943 28.811716044009195))"
883da11519fffff,28.587342689538673,77.210067722661,58.28,"POLYGON((77.20496140101002 28.58934765599975, 77.20534880649984 28.584595488124556, 77.21045474700908 28.582590640367258, 77.21517367847923 28.585337599062402, 77.214786979601 28.590089782469416, 77.20968064263215 28.592094991682586, 77.20496140101002 28.58934765599975))"
883da10513fffff,28.49189449874594,77.37080753046459,17.05,"POLYGON((77.36571522540255 28.493902434142043, 77.36609045998715 28.489155749397924, 77.37118238577627 28.48714793462003, 77.37589946874681 28.489886441852068, 77.37552493885943 28.494633139342998, 77.37043262129605 28.496641316888162, 77.36571522540255 28.493902434142043))"
883da1c401fffff,28.497956149632543,76.88646862773265,15.27,"POLYGON((76.88135589258906 28.4999472256031, 76.88176615844016 28.495199099526843, 76.88687851194996 28.49320813956741, 76.89158100209582 28.495964947746486, 76.8911714406437 28.50071309529577, 76.88605868463667 28.502704413225995, 76.88135589258906 28.4999472256031))"
883da1c563fffff,28.43715986700627,76.8423499193375,17.88,"POLYGON((76.83724006674055 28.43914771432827, 76.83765314193826 28.434402743749313, 76.84276261339687 28.432415012275715, 76.84745941237188 28.435171894058538, 76.84704704023467 28.439916886970575, 76.84193716605179 28.441904975799737, 76.83724006674055 28.43914771432827))"
883da18a51fffff,28.71940117950665,76.8722678077054,15.25,"POLYGON((76.867137434933 28.72139780938467, 76.86755010017743 28.71663793314449, 76.87268008869964 28.714641418197047, 76.8773978174672 28.71740442108773, 76.87698586131333 28.72216431882024, 76.87185546729114 28.724161192202896, 76.867137434933 28.72139780938467))"
883da18ae7fffff,28.68715031646923,76.91965111980883,15.56,"POLYGON((76.91452516701999 28.68914775432697, 76.91493419887817 28.684389669558463, 76.92005976800837 28.68239234722218, 76.92477670933519 28.68515275086045, 76.92436838593451 28.68991085629825, 76.91924241273951 28.691908537461646, 76.91452516701999 28.68914775432697))"
883da1b1d9fffff,28.910400253047385,77.30286576008454,15.0,"POLYGON((77.29773841596281 28.91241746911507, 77.2981209647351 28.907648530209745, 77.30324792444058 28.905631432354035, 77.30799273362786 28.90838291017012, 77.30761089844442 28.913151862540246, 77.3024835404762 28.91516932366277, 77.29773841596281 28.91241746911507))"
883da10adbfffff,28.401458805962037,77.21532278939861,15.45,"POLYGON((77.21023094182625 28.403458762248896, 77.21061688556249 28.398716510599282, 77.21570835414337 28.396716673839677, 77.22041427311275 28.399458727783, 77.2200290320522 28.40420099508925, 77.2149371693378 28.40620119282858, 77.21023094182625 28.403458762248896))"
883da18055fffff,28.817236342038875,76.92831943006559,15.73,"POLYGON((76.92318378515935 28.819237636677997, 76.9235929900906 28.814472730500487, 76.92872824987322 28.81247155090476, 76.93345471017327 28.815234918253076, 76.93304621648903 28.81999984480137, 76.92791055124769 28.822001383663785, 76.92318378515935 28.819237636677997))"
883da1c423fffff,28.47697489352839,76.89321865980732,15.62,"POLYGON((76.88810781145608 28.478965630998204, 76.88851746028499 28.47421863550251, 76.89362792727408 28.47222801419658, 76.89832914752014 28.474984030439, 76.89792020265374 28.479731047308555, 76.89280933356874 28.481722026594866, 76.88810781145608 28.478965630998204))"
883da110c1fffff,28.579135954871475,77.1019907097465,27.89,"POLYGON((77.0968805513123 28.581136882369393, 77.09727572794247 28.57638489711311, 77.10238550481476 28.574384087329804, 77.10710050379349 28.577134902476917, 77.10670603350815 28.581886905226458, 77.10159585788996 28.583888075368737, 77.0968805513123 28.581136882369393))"
883da106ddfffff,28.608077918383312,77.39127371003607,37.62,"POLYGON((77.38617335244716 28.610089838779142, 77.38654776274134 28.60533703299545, 77.3916477398292 28.603325232928366, 77.3963736993067 28.606065875379418, 77.39599999619008 28.610818693396954, 77.39089962641017 28.61283085676275, 77.38617335244716 28.610089838779142))"
883da11685fffff,28.669121377957897,77.2479398661553,45.44,"POLYGON((77.24282883048367 28.671129956134266, 77.24321396974139 28.66637355188905, 77.24832462351435 28.664365092430806, 77.25305053461825 28.667112675191415, 77.25266610374274 28.671869094186928, 77.24755505337235 28.673877915704693, 77.24282883048367 28.671129956134266))"
