lat,lng,timestamp,type,severity,is_synthetic,hour,day_of_week,is_night,is_weekend,is_rush_hour,hour_sin,hour_cos,dow_sin,dow_cos,weather_severity,risk_score
28.603558517426784,77.24024177183709,2024-06-11 15:02:00,roadblock,3,True,15,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.04109760203257641,80.83
28.794719246397964,77.16182855230991,2024-12-14 13:17:00,accident,3,True,13,5,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.40378351520595335,22.5
28.672262861160277,77.0889787774122,2024-11-26 03:59:00,accident,2,True,3,1,1,0,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.3059092956236336,92.5
28.689052238681963,77.1268453359018,2024-10-22 21:09:00,accident,4,True,21,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.3410942371192509,56.67
28.650960124471972,77.05739746388961,2024-08-07 21:18:00,crime,4,True,21,2,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.2101690634741203,56.67
28.66379916428817,77.05966853890743,2024-09-15 17:14:00,roadblock,4,True,17,6,0,1,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.26881862121850925,69.17
28.620468553663432,77.27477873658789,2024-08-22 10:25:00,accident,3,True,10,3,0,0,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.165924865943112,30.83
28.537213745704076,77.27646381070527,2024-07-26 09:19:00,crime,3,True,9,4,0,0,1,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.30217051126305444,39.17
28.609586211314106,77.05085157884469,2024-03-17 23:36:00,unsafe,2,True,23,6,1,1,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.33468390158881256,38.33
28.64001034769861,77.3335776430257,2024-03-18 17:13:00,accident,3,True,17,0,0,0,1,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.23160226691333194,47.5
28.588123560692722,77.24146611010109,2024-04-13 01:51:00,crime,4,True,1,5,1,1,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.47739281731693933,94.17
28.68557112463989,77.10156859931995,2024-12-04 15:03:00,unsafe,2,True,15,2,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.3931082716241579,88.33
28.739881430574176,77.0772961473429,2024-07-29 00:08:00,unsafe,2,True,0,0,1,0,0,0.0,1.0,0.0,1.0,0.07395484932440086,34.17
28.500236626664037,77.32254667781844,2024-02-22 09:54:00,accident,3,True,9,3,0,0,1,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.07910540991396216,18.33
28.453546403223157,77.0249833396709,2024-11-11 08:09:00,accident,4,True,8,0,0,0,1,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.05208020508515458,85.83
28.68984582425547,77.09668690028202,2024-04-21 01:22:00,accident,5,True,1,6,1,1,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.11749579152027216,100.0
28.565956072022857,77.34577508207154,2024-01-27 18:01:00,roadblock,3,True,18,5,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.28079785368126914,35.0
28.593912044240497,77.37319600320203,2024-12-30 17:50:00,roadblock,2,True,17,0,0,0,1,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.635195098225166,38.33
28.63228052499588,77.23074369115453,2024-11-01 10:00:00,crime,4,True,10,4,0,0,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.23373401025491136,65.0
28.648211710660313,77.36269589390723,2024-10-22 02:47:00,accident,4,True,2,1,1,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.26075445254455715,31.67
28.651531843161983,77.2629002934924,2024-02-09 01:54:00,accident,1,True,1,4,1,0,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.31609877434901185,33.33
28.615401890818283,77.18643161330644,2024-03-15 18:50:00,crime,1,True,18,4,0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.2797788095331468,25.0
28.56910381611958,77.21067286821248,2024-04-16 20:21:00,crime,1,True,20,1,0,0,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.10989766777943602,54.17
28.631124142598807,77.22793583268556,2024-11-19 23:08:00,roadblock,2,True,23,1,1,0,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.15152442832241342,50.83
28.723362391292426,77.17169560100334,2024-12-11 09:30:00,crime,4,True,9,2,0,0,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.3192987436028136,40.0
28.65922220093427,77.10447211637617,2024-11-21 16:25:00,accident,3,True,16,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.16671554561174848,64.17
28.66441893953439,77.19667690245724,2024-02-28 18:07:00,accident,3,True,18,2,0,0,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.16871447046092772,51.67
28.66582195715534,77.45706449876221,2024-09-26 03:43:00,accident,5,True,3,3,1,0,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.15394168625817298,65.83
28.541295810583577,77.3262570951607,2024-02-25 19:55:00,accident,4,True,19,6,0,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.30723658660293035,31.67
28.64963899806553,77.249395111442,2024-06-27 12:40:00,accident,4,True,12,3,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.07024358665619013,52.5
28.57320084440336,77.31107158501199,2024-10-07 01:01:00,accident,3,True,1,0,1,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.15838631357615265,51.67
28.637240862348147,77.16812672208177,2024-10-24 18:56:00,accident,2,True,18,3,0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.5899943832104144,13.33
28.529992198793817,77.16371607765521,2024-03-16 18:40:00,accident,1,True,18,5,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.33834329346411207,37.5
28.634141499547507,77.09759092056265,2024-09-11 11:32:00,roadblock,1,True,11,2,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.08920442196406153,79.17
28.700957076785844,77.4505317894184,2024-06-18 19:21:00,accident,3,True,19,1,0,0,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.23111406503953102,30.83
28.659264990377967,77.13106644833906,2024-12-10 21:05:00,crime,4,True,21,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.09285344496678023,44.17
28.558426361282102,77.36105890899631,2024-12-03 04:14:00,roadblock,1,True,4,1,1,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.6221822721875444,16.67
28.62413774114079,77.3059809310211,2024-06-24 02:54:00,crime,2,True,2,0,1,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.07026946369810007,21.67
28.672600248633135,77.09143475154649,2024-10-25 18:56:00,unsafe,1,True,18,4,0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.08781171114559544,79.17
28.615795055081655,77.2634636270254,2024-07-17 17:31:00,accident,4,True,17,2,0,0,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.29045115022536827,65.0
28.457230880320324,77.00551403527422,2024-02-24 21:12:00,roadblock,2,True,21,5,0,1,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.12353884734133405,46.67
28.51477441856785,77.15873698864478,2024-10-29 09:53:00,unsafe,2,True,9,1,0,0,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.4442139538654096,63.33
28.505486913754883,77.19471446011052,2024-01-29 21:28:00,unsafe,1,True,21,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.2644354025992011,45.83
28.651747612608784,77.35986678824557,2024-02-17 22:34:00,accident,3,True,22,5,1,1,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.44255936343374,22.5
28.49010292344912,77.1911150667055,2024-07-20 09:06:00,accident,1,True,9,5,0,1,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.06550590784234181,50.0
28.677865259465825,77.19560868382722,2024-06-11 11:09:00,accident,2,True,11,1,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.04969243795435455,50.83
28.64597948499981,77.08044064584188,2024-03-06 17:35:00,crime,5,True,17,2,0,0,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.24123012244655104,82.5
28.59860406747671,77.24593121735376,2024-10-07 17:46:00,roadblock,4,True,17,0,0,0,1,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.33818938152859945,100.0
28.706371555541768,77.11258597331721,2024-02-09 08:22:00,accident,4,True,8,4,0,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.036081032534124785,81.67
28.683375234665938,77.08687625099029,2024-07-29 21:12:00,crime,5,True,21,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.3210751075114585,78.33
28.671671440734833,77.06881500543724,2024-09-09 18:58:00,crime,4,True,18,0,0,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,0.30839075872036087,77.5
28.781808915537002,77.16801091443156,2024-02-02 11:02:00,crime,1,True,11,4,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.3135731171240689,16.67
28.71674054177256,77.12797772495618,2024-12-12 18:34:00,unsafe,5,True,18,3,0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.1153754685092814,65.83
28.607449028012006,77.02717573564057,2024-10-10 22:54:00,roadblock,1,True,22,3,1,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.46446289903655225,4.17
28.496602028990047,77.31419044361995,2024-11-08 06:32:00,accident,4,True,6,4,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.04627050574230812,27.5
28.607925674164303,77.32232797142673,2024-05-23 20:04:00,crime,3,True,20,3,0,0,1,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.24798223160162872,43.33
28.71307257204028,77.18553653909592,2024-08-21 09:11:00,accident,3,True,9,2,0,0,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.29199969807440374,51.67
28.691684398102716,77.30024371552636,2024-11-20 02:27:00,crime,4,True,2,2,1,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.08680686464203856,19.17
28.631230071532727,77.27416732461187,2024-12-13 21:43:00,unsafe,2,True,21,4,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.034166578214350464,30.0
28.48048125051623,77.04185053898402,2024-06-03 00:56:00,unsafe,1,True,0,0,1,0,0,0.0,1.0,0.0,1.0,0.4927594825600342,20.83
28.673350832285,77.06346442851014,2024-08-18 01:59:00,crime,3,True,1,6,1,1,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.26726317400922034,51.67
28.597272044663107,77.21986502170355,2024-08-12 12:30:00,accident,3,True,12,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.32472158493309145,60.0
28.724894461324254,77.16640315852018,2024-12-22 16:01:00,accident,5,True,16,6,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.2020216388154563,61.67
28.68740968618642,77.47388263021426,2024-12-18 17:42:00,crime,4,True,17,2,0,0,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.2584673330968263,40.0
28.461768137725837,77.05955060162111,2024-04-16 17:17:00,accident,3,True,17,1,0,0,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.20208616607018645,22.5
28.43716621771733,77.0261268108144,2024-08-13 10:41:00,crime,2,True,10,1,0,0,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.36663978159729904,55.0
28.601327107175887,77.14533853531708,2024-02-23 12:29:00,accident,4,True,12,4,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.19895985727749949,27.5
28.70751957942472,77.09634757474849,2024-03-16 23:43:00,accident,2,True,23,5,1,1,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.08597592562213743,75.83
28.690537989729684,77.2452324673822,2024-04-30 10:47:00,accident,2,True,10,1,0,0,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.08041973602184974,34.17
28.494395329391768,77.22635231415836,2024-06-08 02:30:00,unsafe,2,True,2,5,1,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.4568222214932545,30.0
28.640525842388133,77.36455244258671,2024-06-14 14:46:00,roadblock,3,True,14,4,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.04712998734111028,39.17
28.703205477034505,77.0712168228983,2024-01-01 04:21:00,accident,2,True,4,0,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.3188989290440021,63.33
28.615111728957157,77.26354994478817,2024-03-02 21:13:00,accident,2,True,21,5,0,1,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.13022114721106018,55.0
28.706537589178037,77.12629730584817,2024-04-14 16:57:00,crime,3,True,16,6,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.018630557254904357,60.0
28.695334517346414,77.06641147700132,2024-01-13 01:01:00,accident,3,True,1,5,1,1,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.33976414375506564,51.67
28.462817724938226,76.99463121268874,2024-04-20 21:50:00,crime,4,True,21,5,0,1,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.31646359643712224,44.17
28.61807919285462,77.34630993534253,2024-05-23 00:44:00,roadblock,2,True,0,3,1,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.18942672915081904,59.17
28.508349087453293,77.14013242331833,2024-06-12 02:41:00,crime,3,True,2,2,1,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.13445405752492712,35.0
28.567976003729942,77.25135547061183,2024-08-20 07:59:00,crime,2,True,7,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.4942408438398709,67.5
28.58320332657159,77.10510951146874,2024-10-22 14:36:00,crime,2,True,14,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.22722709395145024,30.0
28.669312127373736,77.49430628991675,2024-07-12 16:54:00,unsafe,3,True,16,4,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.1626472124559912,26.67
28.493225184290957,77.02085807486827,2024-11-28 17:42:00,unsafe,3,True,17,3,0,0,1,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.05259894212058068,35.0
28.594944698490956,77.36171935640186,2024-04-16 10:30:00,crime,2,True,10,1,0,0,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.07444254680650454,71.67
28.440032291216234,77.0360358379964,2024-03-20 00:55:00,accident,2,True,0,2,1,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.35136185350516036,50.83
28.576812809743465,77.31294266283595,2024-07-03 09:31:00,crime,1,True,9,2,0,0,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.16793395065368594,41.67
28.5464946073232,77.2628714187438,2024-12-29 04:17:00,accident,4,True,4,6,1,1,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.40193526565676413,40.0
28.683660522397304,77.0751935893788,2024-11-19 09:06:00,crime,4,True,9,1,0,0,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.3005440005286113,69.17
28.62094084432394,77.23469462027265,2024-04-23 21:42:00,crime,3,True,21,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.09059122409082696,39.17
28.66654338504933,77.18787284197279,2024-05-14 22:02:00,accident,4,True,22,1,1,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.09072727818310135,44.17
28.68970754275838,77.20915505595829,2024-07-12 21:28:00,accident,4,True,21,4,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.4354392780457602,35.83
28.60946581764129,77.3313197080213,2024-01-04 10:05:00,crime,5,True,10,3,0,0,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.0668574136843063,65.83
28.637272792191812,77.12652136189082,2024-06-14 19:25:00,unsafe,1,True,19,4,0,0,1,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.05554811037466057,33.33
28.575789536398236,77.26015353550086,2024-01-17 14:34:00,crime,2,True,14,2,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.04786405371270686,88.33
28.521674767930623,77.19289848044261,2024-01-31 13:34:00,crime,1,True,13,2,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.1037281985222623,45.83
28.603123624293403,77.0641284196796,2024-07-25 10:46:00,accident,5,True,10,3,0,0,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.3193753648364698,61.67
28.733827940388657,77.06237131730492,2024-04-10 10:47:00,crime,4,True,10,2,0,0,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.12850300659597064,44.17
28.465871158643335,77.00286836390754,2024-08-28 13:54:00,crime,4,True,13,2,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.1773192613602879,48.33
28.663992899473005,77.07893075553108,2024-06-11 11:53:00,crime,1,True,11,1,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.027252289958679263,62.5
28.565394727363778,77.26658957417828,2024-02-04 21:37:00,accident,3,True,21,6,0,1,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.4289283202264766,68.33
28.627962252696058,77.05569242688956,2024-01-21 21:41:00,crime,3,True,21,6,0,1,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.3581460052096497,47.5
28.638022767889236,77.26594549397714,2024-04-06 05:54:00,accident,4,True,5,5,0,1,0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.1711864880098894,56.67
28.49460445452554,77.18154199624621,2024-11-28 12:00:00,accident,3,True,12,3,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.15277589516946352,85.0
28.74286449500992,77.2007931682179,2024-08-30 08:15:00,unsafe,1,True,8,4,0,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.19319883587180078,33.33
28.61441103888193,77.34082430402292,2024-08-02 02:15:00,accident,4,True,2,4,1,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.20581477261162665,73.33
28.49931024448378,77.18215359707617,2024-08-22 18:10:00,accident,3,True,18,3,0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.19625634807961465,89.17
28.697835829640432,77.09235948549517,2024-07-13 11:06:00,crime,3,True,11,5,0,1,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.26124401604072944,100.0
28.66309679412473,77.10711804523258,2024-01-01 17:08:00,unsafe,1,True,17,0,0,0,1,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.18768446494581462,41.67
28.460926689111453,77.15475673238225,2024-01-26 02:42:00,crime,4,True,2,4,1,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.07494363871156379,23.33
28.571670399135183,77.34201234143991,2024-12-14 10:32:00,roadblock,2,True,10,5,0,1,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.2506847957923705,30.0
28.730623811230263,77.15815991176314,2024-11-22 18:31:00,unsafe,4,True,18,4,0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.14113011027590347,52.5
28.51542758897238,77.21437191047872,2024-02-20 09:02:00,accident,3,True,9,1,0,0,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.21809580770445286,35.0
28.690621074626264,77.07602423980049,2024-05-08 02:52:00,crime,5,True,2,2,1,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.04833799291202184,61.67
28.61069025911272,77.18186685566965,2024-04-20 02:19:00,crime,5,True,2,5,1,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.1589879805717496,40.83
28.653680109479843,77.12874035375408,2024-05-21 18:22:00,roadblock,2,True,18,1,0,0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.10316097317879866,50.83
28.719692378193482,77.0924293949362,2024-04-18 23:14:00,accident,5,True,23,3,1,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.2989369964376885,82.5
28.721245661932535,77.1331042757391,2024-06-09 02:12:00,accident,3,True,2,6,1,1,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.223177145207928,43.33
28.542077744428678,77.17805407007468,2024-01-29 23:14:00,crime,3,True,23,0,1,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.11888922914933564,64.17
28.622780803456372,77.3477243027138,2024-10-06 09:09:00,crime,1,True,9,6,0,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.13231099366693347,50.0
28.5604563517928,77.24368731324667,2024-06-30 22:48:00,crime,4,True,22,6,1,1,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.27500658515220106,56.67
28.697209272113835,77.1344533712759,2024-08-23 23:43:00,crime,4,True,23,4,1,0,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.2731354022900185,60.83
28.653398112316133,77.03685166065048,2024-11-06 18:01:00,accident,4,True,18,2,0,0,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.20122466028172045,44.17
28.66676915738301,77.19327423657843,2024-06-12 03:25:00,crime,2,True,3,2,1,0,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.29998080849154735,38.33
28.766198933286528,77.13240144197144,2024-02-07 22:15:00,crime,3,True,22,2,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.41998028140220434,18.33
28.581053562086826,77.2756203272347,2024-04-04 21:29:00,unsafe,1,True,21,3,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.08995266975926387,41.67
28.712035665315824,77.12558321025367,2024-06-19 00:06:00,accident,4,True,0,2,1,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.031019091931396896,60.83
28.566965648605308,77.24037751707532,2024-08-08 08:38:00,unsafe,1,True,8,3,0,0,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.3051057244734378,66.67
28.653911254192064,77.47574902043954,2024-11-19 22:43:00,crime,5,True,22,1,1,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.11281963769771772,57.5
28.699956740036804,77.08789054610274,2024-05-12 00:29:00,accident,2,True,0,6,1,1,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.2874642515311796,84.17
28.57089754841301,77.25847198131187,2024-01-29 10:25:00,roadblock,1,True,10,0,0,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.2988496236449523,95.83
28.631250498384862,77.22864934171491,2024-10-19 23:50:00,accident,5,True,23,5,1,1,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.2627853276736761,65.83
28.65072658370018,77.12236661666246,2024-06-06 00:57:00,unsafe,2,True,0,3,1,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.10935022072222808,55.0
28.5472125513064,77.28583301286874,2024-10-25 22:48:00,unsafe,1,True,22,4,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.011329379436431959,58.33
28.61812819415559,77.09284921291622,2024-11-24 19:41:00,accident,3,True,19,6,0,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.057185532703037,51.67
28.64438567204986,77.10957189987039,2024-03-17 18:04:00,accident,1,True,18,6,0,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.07653034498350424,12.5
